order_id,datetime,status,order_type,amount,customer_id,product_id
ord7729,2026-03-12 03:38:00,Pending,Dine-in,337.64,7729,10028
ord7730,2026-03-12 03:40:00,Completed,Takeaway,145.06,7730,10035
ord7731,2026-03-12 03:42:00,Completed,Takeaway,279.18,7731,10013
ord7732,2026-03-12 03:44:00,Completed,Dine-in,178.16,7732,10018
ord7733,2026-03-12 03:46:00,Completed,Dine-in,215.34,7733,10027
ord7734,2026-03-12 03:48:00,Completed,Delivery,524.07,7734,10025
ord7735,2026-03-12 03:50:00,Completed,Takeaway,409.63,7735,10030
ord7736,2026-03-12 03:52:00,Completed,Dine-in,346.63,7736,10005
ord7737,2026-03-12 03:54:00,Completed,Takeaway,353.32,7737,10035
ord7738,2026-03-12 03:56:00,Completed,Takeaway,405.89,7738,10017
ord7739,2026-03-12 03:58:00,Completed,Dine-in,431.59,7739,10010
ord7740,2026-03-12 04:00:00,Pending,Delivery,392.01,7740,10036
ord7741,2026-03-12 04:02:00,Pending,Delivery,304.88,7741,10036
ord7742,2026-03-12 04:04:00,Completed,Delivery,102.75,7742,10032
ord7743,2026-03-12 04:06:00,Completed,Delivery,277.84,7743,10008
ord7744,2026-03-12 04:08:00,Completed,Delivery,315.01,7744,10011
ord7745,2026-03-12 04:10:00,Completed,Delivery,512.61,7745,10026
ord7746,2026-03-12 04:12:00,Cancelled,Takeaway,0,7746,10006
ord7747,2026-03-12 04:14:00,Pending,Takeaway,159.78,7747,10021
ord7748,2026-03-12 04:16:00,Pending,Delivery,157.53,7748,10003
ord7749,2026-03-12 04:18:00,Completed,Delivery,412.61,7749,10013
ord7750,2026-03-12 04:20:00,Completed,Dine-in,372.03,7750,10009
ord7751,2026-03-12 04:22:00,Pending,Delivery,120.05,7751,10020
ord7752,2026-03-12 04:24:00,Completed,Delivery,452.45,7752,10033
ord7753,2026-03-12 04:26:00,Completed,Delivery,456.01,7753,10003
ord7754,2026-03-12 04:28:00,Cancelled,Delivery,0,7754,10036
ord7755,2026-03-12 04:30:00,Pending,Takeaway,267.51,7755,10013
ord7756,2026-03-12 04:32:00,Cancelled,Dine-in,0,7756,10028
ord7757,2026-03-12 04:34:00,Completed,Takeaway,429.5,7757,10014
ord7758,2026-03-12 04:36:00,Completed,Delivery,417.68,7758,10016
ord7759,2026-03-12 04:38:00,Completed,Dine-in,299.51,7759,10005
ord7760,2026-03-12 04:40:00,Pending,Dine-in,432.17,7760,10031
ord7761,2026-03-12 04:42:00,Completed,Takeaway,380.01,7761,10019
ord7762,2026-03-12 04:44:00,Pending,Takeaway,249.54,7762,10011
ord7763,2026-03-12 04:46:00,Completed,Takeaway,300.44,7763,10031
ord7764,2026-03-12 04:48:00,Completed,Dine-in,230.49,7764,10031
ord7765,2026-03-12 04:50:00,Completed,Dine-in,94.52,7765,10011
ord7766,2026-03-12 04:52:00,Pending,Dine-in,164.73,7766,10018
ord7767,2026-03-12 04:54:00,Completed,Takeaway,145.12,7767,10004
ord7768,2026-03-12 04:56:00,Completed,Takeaway,131.36,7768,10021
ord7769,2026-03-12 04:58:00,Pending,Delivery,145.32,7769,10032
ord7770,2026-03-12 05:00:00,Completed,Takeaway,527.34,7770,10023
ord7771,2026-03-12 05:02:00,Pending,Takeaway,521.55,7771,10012
ord7772,2026-03-12 05:04:00,Completed,Delivery,113.16,7772,10016
ord7773,2026-03-12 05:06:00,Completed,Delivery,241.24,7773,10014
ord7774,2026-03-12 05:08:00,Pending,Takeaway,506.46,7774,10010
ord7775,2026-03-12 05:10:00,Pending,Dine-in,435.04,7775,10010
ord7776,2026-03-12 05:12:00,Completed,Dine-in,64.36,7776,10028
ord7777,2026-03-12 05:14:00,Completed,Takeaway,336.93,7777,10033
ord7778,2026-03-12 05:16:00,Completed,Dine-in,210.25,7778,10021
ord7779,2026-03-12 05:18:00,Completed,Delivery,280.59,7779,10022
ord7780,2026-03-12 05:20:00,Completed,Dine-in,410.72,7780,10022
ord7781,2026-03-12 05:22:00,Completed,Dine-in,88.53,7781,10015
ord7782,2026-03-12 05:24:00,Completed,Delivery,243.71,7782,10031
ord7783,2026-03-12 05:26:00,Completed,Dine-in,363.07,7783,10015
ord7784,2026-03-12 05:28:00,Pending,Dine-in,228.59,7784,10005
ord7785,2026-03-12 05:30:00,Completed,Delivery,435.86,7785,10010
ord7786,2026-03-12 05:32:00,Cancelled,Dine-in,0,7786,10027
ord7787,2026-03-12 05:34:00,Completed,Delivery,309.25,7787,10014
ord7788,2026-03-12 05:36:00,Completed,Delivery,82.97,7788,10016
ord7789,2026-03-12 05:38:00,Completed,Dine-in,260.71,7789,10018
ord7790,2026-03-12 05:40:00,Completed,Delivery,478.29,7790,10015
ord7791,2026-03-12 05:42:00,Completed,Dine-in,501.03,7791,10011
ord7792,2026-03-12 05:44:00,Completed,Takeaway,389.01,7792,10030
ord7793,2026-03-12 05:46:00,Pending,Delivery,181.56,7793,10024
ord7794,2026-03-12 05:48:00,Completed,Takeaway,305.94,7794,10024
ord7795,2026-03-12 05:50:00,Completed,Delivery,110.88,7795,10018
ord7796,2026-03-12 05:52:00,Completed,Delivery,341.64,7796,10005
ord7797,2026-03-12 05:54:00,Completed,Takeaway,71.94,7797,10004
ord7798,2026-03-12 05:56:00,Completed,Delivery,428.72,7798,10031
ord7799,2026-03-12 05:58:00,Pending,Delivery,200.18,7799,10016
ord7800,2026-03-12 06:00:00,Completed,Dine-in,508.12,7800,10022
ord7801,2026-03-12 06:02:00,Completed,Delivery,260.54,7801,10034
ord7802,2026-03-12 06:04:00,Pending,Takeaway,252.3,7802,10007
ord7803,2026-03-12 06:06:00,Completed,Takeaway,144.48,7803,10015
ord7804,2026-03-12 06:08:00,Completed,Dine-in,53.35,7804,10024
ord7805,2026-03-12 06:10:00,Completed,Delivery,194.13,7805,10023
ord7806,2026-03-12 06:12:00,Completed,Takeaway,134.4,7806,10033
ord7807,2026-03-12 06:14:00,Pending,Takeaway,241.36,7807,10033
ord7808,2026-03-12 06:16:00,Completed,Dine-in,494.74,7808,10003
ord7809,2026-03-12 06:18:00,Cancelled,Dine-in,0,7809,10025
ord7810,2026-03-12 06:20:00,Completed,Dine-in,306.37,7810,10002
ord7811,2026-03-12 06:22:00,Cancelled,Dine-in,0,7811,10011
ord7812,2026-03-12 06:24:00,Completed,Takeaway,77.74,7812,10008
ord7813,2026-03-12 06:26:00,Completed,Takeaway,273.21,7813,10004
ord7814,2026-03-12 06:28:00,Cancelled,Delivery,0,7814,10022
ord7815,2026-03-12 06:30:00,Pending,Dine-in,440.94,7815,10033
ord7816,2026-03-12 06:32:00,Cancelled,Dine-in,0,7816,10019
ord7817,2026-03-12 06:34:00,Completed,Takeaway,243.79,7817,10003
ord7818,2026-03-12 06:36:00,Completed,Delivery,134.76,7818,10033
ord7819,2026-03-12 06:38:00,Completed,Takeaway,219.79,7819,10036
ord7820,2026-03-12 06:40:00,Completed,Dine-in,98.56,7820,10017
ord7821,2026-03-12 06:42:00,Completed,Takeaway,421.34,7821,10009
ord7822,2026-03-12 06:44:00,Completed,Dine-in,271.47,7822,10026
ord7823,2026-03-12 06:46:00,Completed,Takeaway,431.01,7823,10019
ord7824,2026-03-12 06:48:00,Completed,Takeaway,117.26,7824,10029
ord7825,2026-03-12 06:50:00,Completed,Takeaway,309.81,7825,10008
ord7826,2026-03-12 06:52:00,Completed,Takeaway,380.53,7826,10012
ord7827,2026-03-12 06:54:00,Pending,Dine-in,469.59,7827,10024
ord7828,2026-03-12 06:56:00,Cancelled,Dine-in,0,7828,10008
ord7829,2026-03-12 06:58:00,Pending,Delivery,221.85,7829,10003
ord7830,2026-03-12 07:00:00,Cancelled,Dine-in,0,7830,10019
ord7831,2026-03-12 07:02:00,Pending,Delivery,199.23,7831,10021
ord7832,2026-03-12 07:04:00,Pending,Delivery,257.23,7832,10015
ord7833,2026-03-12 07:06:00,Completed,Dine-in,233.35,7833,10025
ord7834,2026-03-12 07:08:00,Completed,Delivery,134.11,7834,10011
ord7835,2026-03-12 07:10:00,Completed,Dine-in,237.51,7835,10015
ord7836,2026-03-12 07:12:00,Completed,Dine-in,75.17,7836,10004
ord7837,2026-03-12 07:14:00,Completed,Delivery,93,7837,10026
ord7838,2026-03-12 07:16:00,Pending,Takeaway,238.32,7838,10006
ord7839,2026-03-12 07:18:00,Pending,Delivery,463.13,7839,10020
ord7840,2026-03-12 07:20:00,Completed,Delivery,356.7,7840,10035
ord7841,2026-03-12 07:22:00,Completed,Dine-in,215.38,7841,10024
ord7842,2026-03-12 07:24:00,Pending,Takeaway,191.57,7842,10025
ord7843,2026-03-12 07:26:00,Completed,Takeaway,394.2,7843,10035
ord7844,2026-03-12 07:28:00,Completed,Takeaway,276.27,7844,10025
ord7845,2026-03-12 07:30:00,Completed,Delivery,163.25,7845,10020
ord7846,2026-03-12 07:32:00,Completed,Delivery,103.21,7846,10032
ord7847,2026-03-12 07:34:00,Completed,Delivery,300.84,7847,10019
ord7848,2026-03-12 07:36:00,Pending,Takeaway,333.21,7848,10017
ord7849,2026-03-12 07:38:00,Completed,Dine-in,272.07,7849,10029
ord7850,2026-03-12 07:40:00,Pending,Takeaway,71.6,7850,10006
ord7851,2026-03-12 07:42:00,Completed,Takeaway,477.17,7851,10001
ord7852,2026-03-12 07:44:00,Cancelled,Dine-in,0,7852,10014
ord7853,2026-03-12 07:46:00,Completed,Takeaway,527.88,7853,10022
ord7854,2026-03-12 07:48:00,Completed,Dine-in,360.72,7854,10034
ord7855,2026-03-12 07:50:00,Completed,Takeaway,521.36,7855,10010
ord7856,2026-03-12 07:52:00,Completed,Takeaway,324.72,7856,10028
ord7857,2026-03-12 07:54:00,Completed,Dine-in,349.7,7857,10031
ord7858,2026-03-12 07:56:00,Completed,Takeaway,254.33,7858,10016
ord7859,2026-03-12 07:58:00,Completed,Takeaway,342.06,7859,10032
ord7860,2026-03-12 08:00:00,Completed,Dine-in,342.23,7860,10036
ord7861,2026-03-12 08:02:00,Completed,Delivery,450.39,7861,10034
ord7862,2026-03-12 08:04:00,Completed,Dine-in,318.35,7862,10014
ord7863,2026-03-12 08:06:00,Completed,Dine-in,297.25,7863,10008
ord7864,2026-03-12 08:08:00,Cancelled,Takeaway,0,7864,10036
ord7865,2026-03-12 08:10:00,Completed,Delivery,483.49,7865,10033
ord7866,2026-03-12 08:12:00,Completed,Takeaway,519.25,7866,10012
ord7867,2026-03-12 08:14:00,Completed,Delivery,73.04,7867,10023
ord7868,2026-03-12 08:16:00,Pending,Takeaway,112.32,7868,10005
ord7869,2026-03-12 08:18:00,Completed,Takeaway,308.56,7869,10014
ord7870,2026-03-12 08:20:00,Completed,Delivery,74.51,7870,10027
ord7871,2026-03-12 08:22:00,Completed,Takeaway,171.93,7871,10032
ord7872,2026-03-12 08:24:00,Pending,Dine-in,520.9,7872,10023
ord7873,2026-03-12 08:26:00,Pending,Takeaway,388.08,7873,10016
ord7874,2026-03-12 08:28:00,Completed,Dine-in,483.21,7874,10018
ord7875,2026-03-12 08:30:00,Cancelled,Takeaway,0,7875,10014
ord7876,2026-03-12 08:32:00,Completed,Takeaway,192.3,7876,10022
ord7877,2026-03-12 08:34:00,Completed,Delivery,90.32,7877,10007
ord7878,2026-03-12 08:36:00,Pending,Takeaway,413.21,7878,10022
ord7879,2026-03-12 08:38:00,Completed,Dine-in,330.64,7879,10035
ord7880,2026-03-12 08:40:00,Completed,Dine-in,209.82,7880,10005
ord7881,2026-03-12 08:42:00,Cancelled,Delivery,0,7881,10005
ord7882,2026-03-12 08:44:00,Completed,Takeaway,283.66,7882,10018
ord7883,2026-03-12 08:46:00,Completed,Dine-in,228.81,7883,10026
ord7884,2026-03-12 08:48:00,Completed,Takeaway,359.72,7884,10023
ord7885,2026-03-12 08:50:00,Cancelled,Dine-in,0,7885,10015
ord7886,2026-03-12 08:52:00,Completed,Delivery,182.58,7886,10026
ord7887,2026-03-12 08:54:00,Completed,Takeaway,351.64,7887,10026
ord7888,2026-03-12 08:56:00,Cancelled,Dine-in,0,7888,10023
ord7889,2026-03-12 08:58:00,Completed,Takeaway,51.75,7889,10020
ord7890,2026-03-12 09:00:00,Cancelled,Dine-in,0,7890,10008
ord7891,2026-03-12 09:02:00,Pending,Dine-in,95.15,7891,10020
ord7892,2026-03-12 09:04:00,Completed,Takeaway,248.26,7892,10005
ord7893,2026-03-12 09:06:00,Completed,Delivery,81.26,7893,10017
ord7894,2026-03-12 09:08:00,Completed,Dine-in,411.83,7894,10011
ord7895,2026-03-12 09:10:00,Pending,Delivery,363.18,7895,10011
ord7896,2026-03-12 09:12:00,Completed,Delivery,273.31,7896,10002
ord7897,2026-03-12 09:14:00,Completed,Delivery,80.93,7897,10004
ord7898,2026-03-12 09:16:00,Completed,Dine-in,86.03,7898,10025
ord7899,2026-03-12 09:18:00,Completed,Dine-in,459.6,7899,10015
ord7900,2026-03-12 09:20:00,Completed,Takeaway,243.28,7900,10034
ord7901,2026-03-12 09:22:00,Pending,Dine-in,67.54,7901,10032
ord7902,2026-03-12 09:24:00,Completed,Takeaway,500.34,7902,10020
ord7903,2026-03-12 09:26:00,Completed,Dine-in,170.2,7903,10025
ord7904,2026-03-12 09:28:00,Completed,Takeaway,294.62,7904,10017
ord7905,2026-03-12 09:30:00,Completed,Dine-in,439.55,7905,10019
ord7906,2026-03-12 09:32:00,Cancelled,Takeaway,0,7906,10020
ord7907,2026-03-12 09:34:00,Completed,Takeaway,456.56,7907,10026
ord7908,2026-03-12 09:36:00,Pending,Takeaway,42.12,7908,10003
ord7909,2026-03-12 09:38:00,Completed,Dine-in,45.96,7909,10002
ord7910,2026-03-12 09:40:00,Completed,Takeaway,522.3,7910,10006
ord7911,2026-03-12 09:42:00,Completed,Dine-in,406.85,7911,10006
ord7912,2026-03-12 09:44:00,Completed,Delivery,184.31,7912,10027
ord7913,2026-03-12 09:46:00,Completed,Takeaway,151.84,7913,10013
ord7914,2026-03-12 09:48:00,Cancelled,Takeaway,0,7914,10031
ord7915,2026-03-12 09:50:00,Completed,Dine-in,66.46,7915,10034
ord7916,2026-03-12 09:52:00,Completed,Dine-in,423.62,7916,10020
ord7917,2026-03-12 09:54:00,Cancelled,Takeaway,0,7917,10012
ord7918,2026-03-12 09:56:00,Completed,Dine-in,151.58,7918,10002
ord7919,2026-03-12 09:58:00,Completed,Takeaway,517.52,7919,10010
ord7920,2026-03-12 10:00:00,Completed,Dine-in,308.71,7920,10012
ord7921,2026-03-12 10:02:00,Completed,Dine-in,280.62,7921,10016
ord7922,2026-03-12 10:04:00,Completed,Dine-in,471.51,7922,10036
ord7923,2026-03-12 10:06:00,Completed,Takeaway,183.99,7923,10025
ord7924,2026-03-12 10:08:00,Completed,Takeaway,391.35,7924,10027
ord7925,2026-03-12 10:10:00,Completed,Delivery,183.15,7925,10033
ord7926,2026-03-12 10:12:00,Completed,Dine-in,315.62,7926,10008
ord7927,2026-03-12 10:14:00,Completed,Delivery,424.13,7927,10030
ord7928,2026-03-12 10:16:00,Pending,Dine-in,457.74,7928,10020
ord7929,2026-03-12 10:18:00,Pending,Dine-in,142.68,7929,10024
ord7930,2026-03-12 10:20:00,Completed,Takeaway,231.74,7930,10009
ord7931,2026-03-12 10:22:00,Pending,Takeaway,249.04,7931,10002
ord7932,2026-03-12 10:24:00,Pending,Dine-in,320.48,7932,10027
ord7933,2026-03-12 10:26:00,Completed,Delivery,306.02,7933,10010
ord7934,2026-03-12 10:28:00,Completed,Dine-in,234.38,7934,10002
ord7935,2026-03-12 10:30:00,Completed,Delivery,323.09,7935,10030
ord7936,2026-03-12 10:32:00,Completed,Dine-in,217.65,7936,10009
ord7937,2026-03-12 10:34:00,Completed,Dine-in,314.41,7937,10007
ord7938,2026-03-12 10:36:00,Pending,Takeaway,159.69,7938,10009
ord7939,2026-03-12 10:38:00,Completed,Dine-in,115.78,7939,10012
ord7940,2026-03-12 10:40:00,Completed,Dine-in,195.93,7940,10033
ord7941,2026-03-12 10:42:00,Completed,Takeaway,67.06,7941,10010
ord7942,2026-03-12 10:44:00,Completed,Delivery,358.58,7942,10031
ord7943,2026-03-12 10:46:00,Completed,Dine-in,41,7943,10032
ord7944,2026-03-12 10:48:00,Completed,Dine-in,338.35,7944,10034
ord7945,2026-03-12 10:50:00,Completed,Dine-in,95.98,7945,10010
ord7946,2026-03-12 10:52:00,Completed,Delivery,296.34,7946,10033
ord7947,2026-03-12 10:54:00,Completed,Delivery,293.42,7947,10023
ord7948,2026-03-12 10:56:00,Pending,Dine-in,366.88,7948,10008
ord7949,2026-03-12 10:58:00,Completed,Dine-in,357.92,7949,10005
ord7950,2026-03-12 11:00:00,Completed,Delivery,114.92,7950,10006
ord7951,2026-03-12 11:02:00,Completed,Takeaway,263.88,7951,10036
ord7952,2026-03-12 11:04:00,Completed,Takeaway,275.56,7952,10001
ord7953,2026-03-12 11:06:00,Completed,Dine-in,512.24,7953,10010
ord7954,2026-03-12 11:08:00,Pending,Delivery,162.27,7954,10009
ord7955,2026-03-12 11:10:00,Completed,Delivery,207.46,7955,10030
ord7956,2026-03-12 11:12:00,Completed,Delivery,153.36,7956,10007
ord7957,2026-03-12 11:14:00,Completed,Takeaway,511.77,7957,10004
ord7958,2026-03-12 11:16:00,Completed,Takeaway,514.14,7958,10011
ord7959,2026-03-12 11:18:00,Completed,Takeaway,367.18,7959,10035
ord7960,2026-03-12 11:20:00,Completed,Dine-in,484.89,7960,10017
ord7961,2026-03-12 11:22:00,Completed,Dine-in,147.09,7961,10011
ord7962,2026-03-12 11:24:00,Completed,Takeaway,475.08,7962,10012
ord7963,2026-03-12 11:26:00,Pending,Dine-in,461.95,7963,10005
ord7964,2026-03-12 11:28:00,Cancelled,Delivery,0,7964,10032
ord7965,2026-03-12 11:30:00,Completed,Takeaway,452.83,7965,10025
ord7966,2026-03-12 11:32:00,Completed,Takeaway,183,7966,10024
ord7967,2026-03-12 11:34:00,Completed,Dine-in,252.39,7967,10022
ord7968,2026-03-12 11:36:00,Completed,Delivery,429.88,7968,10025
ord7969,2026-03-12 11:38:00,Completed,Dine-in,404.74,7969,10019
ord7970,2026-03-12 11:40:00,Completed,Takeaway,244.56,7970,10030
ord7971,2026-03-12 11:42:00,Completed,Takeaway,45.11,7971,10024
ord7972,2026-03-12 11:44:00,Completed,Dine-in,265.37,7972,10027
ord7973,2026-03-12 11:46:00,Completed,Takeaway,362.72,7973,10021
ord7974,2026-03-12 11:48:00,Pending,Delivery,458.56,7974,10027
ord7975,2026-03-12 11:50:00,Completed,Takeaway,45.8,7975,10027
ord7976,2026-03-12 11:52:00,Cancelled,Takeaway,0,7976,10034
ord7977,2026-03-12 11:54:00,Completed,Dine-in,73.1,7977,10029
ord7978,2026-03-12 11:56:00,Completed,Dine-in,193.54,7978,10006
ord7979,2026-03-12 11:58:00,Completed,Dine-in,419,7979,10012
ord7980,2026-03-12 12:00:00,Completed,Delivery,268.22,7980,10024
ord7981,2026-03-12 12:02:00,Pending,Takeaway,370.03,7981,10004
ord7982,2026-03-12 12:04:00,Completed,Takeaway,267.15,7982,10011
ord7983,2026-03-12 12:06:00,Completed,Delivery,125.08,7983,10024
ord7984,2026-03-12 12:08:00,Completed,Dine-in,335.96,7984,10029
ord7985,2026-03-12 12:10:00,Pending,Delivery,456.37,7985,10021
ord7986,2026-03-12 12:12:00,Completed,Delivery,265.68,7986,10028
ord7987,2026-03-12 12:14:00,Completed,Delivery,207.45,7987,10006
ord7988,2026-03-12 12:16:00,Completed,Takeaway,117.32,7988,10020
ord7989,2026-03-12 12:18:00,Pending,Takeaway,520.09,7989,10033
ord7990,2026-03-12 12:20:00,Completed,Delivery,216.11,7990,10004
ord7991,2026-03-12 12:22:00,Completed,Dine-in,342.11,7991,10022
ord7992,2026-03-12 12:24:00,Pending,Dine-in,278.69,7992,10004
ord7993,2026-03-12 12:26:00,Pending,Takeaway,467.81,7993,10025
ord7994,2026-03-12 12:28:00,Completed,Delivery,356.41,7994,10022
ord7995,2026-03-12 12:30:00,Pending,Delivery,336.84,7995,10033
ord7996,2026-03-12 12:32:00,Pending,Dine-in,296.61,7996,10032
ord7997,2026-03-12 12:34:00,Completed,Takeaway,146.37,7997,10018
ord7998,2026-03-12 12:36:00,Completed,Dine-in,225.06,7998,10026
ord7999,2026-03-12 12:38:00,Completed,Delivery,328.45,7999,10007
ord8000,2026-03-12 12:40:00,Completed,Delivery,301.81,8000,10028
ord8001,2026-03-12 12:42:00,Pending,Delivery,127.53,8001,10019
ord8002,2026-03-12 12:44:00,Completed,Takeaway,40.86,8002,10028
ord8003,2026-03-12 12:46:00,Completed,Takeaway,205.61,8003,10032
ord8004,2026-03-12 12:48:00,Pending,Dine-in,263.98,8004,10018
ord8005,2026-03-12 12:50:00,Completed,Delivery,397.22,8005,10012
ord8006,2026-03-12 12:52:00,Completed,Takeaway,179.41,8006,10011
ord8007,2026-03-12 12:54:00,Completed,Dine-in,87.1,8007,10002
ord8008,2026-03-12 12:56:00,Pending,Takeaway,97.91,8008,10009
ord8009,2026-03-12 12:58:00,Completed,Delivery,295.29,8009,10007
ord8010,2026-03-12 13:00:00,Completed,Takeaway,230.79,8010,10006
ord8011,2026-03-12 13:02:00,Pending,Delivery,133.26,8011,10034
ord8012,2026-03-12 13:04:00,Completed,Dine-in,348.36,8012,10015
ord8013,2026-03-12 13:06:00,Completed,Delivery,433.14,8013,10022
ord8014,2026-03-12 13:08:00,Completed,Takeaway,277.31,8014,10015
ord8015,2026-03-12 13:10:00,Completed,Dine-in,104.99,8015,10031
ord8016,2026-03-12 13:12:00,Completed,Delivery,442.28,8016,10018
ord8017,2026-03-12 13:14:00,Completed,Dine-in,381.11,8017,10016
ord8018,2026-03-12 13:16:00,Cancelled,Dine-in,0,8018,10028
ord8019,2026-03-12 13:18:00,Completed,Dine-in,423.38,8019,10018
ord8020,2026-03-12 13:20:00,Completed,Dine-in,306.52,8020,10034
ord8021,2026-03-12 13:22:00,Pending,Takeaway,452.57,8021,10028
ord8022,2026-03-12 13:24:00,Cancelled,Takeaway,0,8022,10031
ord8023,2026-03-12 13:26:00,Cancelled,Dine-in,0,8023,10036
ord8024,2026-03-12 13:28:00,Completed,Delivery,451.93,8024,10036
ord8025,2026-03-12 13:30:00,Pending,Delivery,183.36,8025,10020
ord8026,2026-03-12 13:32:00,Pending,Delivery,445.47,8026,10034
ord8027,2026-03-12 13:34:00,Completed,Delivery,192.45,8027,10031
ord8028,2026-03-12 13:36:00,Pending,Dine-in,309.96,8028,10016
ord8029,2026-03-12 13:38:00,Completed,Dine-in,249.49,8029,10002
ord8030,2026-03-12 13:40:00,Completed,Dine-in,198.92,8030,10033
ord8031,2026-03-12 13:42:00,Completed,Delivery,343.6,8031,10003
ord8032,2026-03-12 13:44:00,Completed,Dine-in,384.02,8032,10013
ord8033,2026-03-12 13:46:00,Completed,Delivery,280.93,8033,10031
ord8034,2026-03-12 13:48:00,Completed,Dine-in,44.55,8034,10011
ord8035,2026-03-12 13:50:00,Completed,Dine-in,64.78,8035,10016
ord8036,2026-03-12 13:52:00,Pending,Takeaway,282.43,8036,10008
ord8037,2026-03-12 13:54:00,Completed,Takeaway,118.96,8037,10007
ord8038,2026-03-12 13:56:00,Completed,Delivery,356,8038,10011
ord8039,2026-03-12 13:58:00,Pending,Dine-in,188.72,8039,10008
ord8040,2026-03-12 14:00:00,Completed,Dine-in,255.04,8040,10027
ord8041,2026-03-12 14:02:00,Completed,Takeaway,103.13,8041,10026
ord8042,2026-03-12 14:04:00,Completed,Dine-in,218.77,8042,10030
ord8043,2026-03-12 14:06:00,Pending,Delivery,384.45,8043,10034
ord8044,2026-03-12 14:08:00,Completed,Takeaway,479.03,8044,10003
ord8045,2026-03-12 14:10:00,Completed,Dine-in,104.53,8045,10013
ord8046,2026-03-12 14:12:00,Pending,Delivery,439.54,8046,10033
ord8047,2026-03-12 14:14:00,Pending,Takeaway,66.9,8047,10020
ord8048,2026-03-12 14:16:00,Completed,Dine-in,205.37,8048,10022
ord8049,2026-03-12 14:18:00,Pending,Takeaway,358.36,8049,10011
ord8050,2026-03-12 14:20:00,Completed,Takeaway,53.01,8050,10022
ord8051,2026-03-12 14:22:00,Cancelled,Takeaway,0,8051,10021
ord8052,2026-03-12 14:24:00,Pending,Takeaway,252.43,8052,10030
ord8053,2026-03-12 14:26:00,Completed,Dine-in,155.76,8053,10025
ord8054,2026-03-12 14:28:00,Completed,Takeaway,343.29,8054,10010
ord8055,2026-03-12 14:30:00,Completed,Takeaway,106.17,8055,10002
ord8056,2026-03-12 14:32:00,Completed,Takeaway,158.53,8056,10017
ord8057,2026-03-12 14:34:00,Cancelled,Dine-in,0,8057,10008
ord8058,2026-03-12 14:36:00,Completed,Dine-in,361.52,8058,10002
ord8059,2026-03-12 14:38:00,Completed,Dine-in,509.97,8059,10023
ord8060,2026-03-12 14:40:00,Cancelled,Delivery,0,8060,10001
ord8061,2026-03-12 14:42:00,Completed,Delivery,463.72,8061,10004
ord8062,2026-03-12 14:44:00,Completed,Dine-in,360.2,8062,10004
ord8063,2026-03-12 14:46:00,Completed,Dine-in,206.41,8063,10030
ord8064,2026-03-12 14:48:00,Completed,Delivery,376.75,8064,10012
ord8065,2026-03-12 14:50:00,Completed,Delivery,282.88,8065,10026
ord8066,2026-03-12 14:52:00,Pending,Delivery,412,8066,10030
ord8067,2026-03-12 14:54:00,Completed,Delivery,137.67,8067,10032
ord8068,2026-03-12 14:56:00,Completed,Takeaway,193.1,8068,10015
ord8069,2026-03-12 14:58:00,Completed,Dine-in,301.4,8069,10020
ord8070,2026-03-12 15:00:00,Cancelled,Dine-in,0,8070,10021
ord8071,2026-03-12 15:02:00,Completed,Takeaway,69.53,8071,10020
ord8072,2026-03-12 15:04:00,Completed,Delivery,517.96,8072,10032
ord8073,2026-03-12 15:06:00,Completed,Delivery,295.82,8073,10004
ord8074,2026-03-12 15:08:00,Completed,Takeaway,105.94,8074,10026
ord8075,2026-03-12 15:10:00,Completed,Takeaway,153.33,8075,10014
ord8076,2026-03-12 15:12:00,Completed,Dine-in,262,8076,10026
ord8077,2026-03-12 15:14:00,Completed,Takeaway,51.31,8077,10008
ord8078,2026-03-12 15:16:00,Completed,Dine-in,516.22,8078,10033
ord8079,2026-03-12 15:18:00,Completed,Delivery,283.46,8079,10015
ord8080,2026-03-12 15:20:00,Cancelled,Delivery,0,8080,10016
ord8081,2026-03-12 15:22:00,Pending,Takeaway,338.26,8081,10018
ord8082,2026-03-12 15:24:00,Cancelled,Dine-in,0,8082,10007
ord8083,2026-03-12 15:26:00,Completed,Dine-in,244.49,8083,10013
ord8084,2026-03-12 15:28:00,Completed,Takeaway,204.56,8084,10021
ord8085,2026-03-12 15:30:00,Completed,Dine-in,284.92,8085,10011
ord8086,2026-03-12 15:32:00,Completed,Takeaway,407.11,8086,10028
ord8087,2026-03-12 15:34:00,Completed,Delivery,392.87,8087,10034
ord8088,2026-03-12 15:36:00,Completed,Dine-in,284.9,8088,10018
ord8089,2026-03-12 15:38:00,Completed,Dine-in,211.23,8089,10014
ord8090,2026-03-12 15:40:00,Cancelled,Delivery,0,8090,10021
ord8091,2026-03-12 15:42:00,Pending,Dine-in,204.34,8091,10006
ord8092,2026-03-12 15:44:00,Pending,Dine-in,417.97,8092,10021
ord8093,2026-03-12 15:46:00,Completed,Delivery,176.45,8093,10034
ord8094,2026-03-12 15:48:00,Completed,Takeaway,253.76,8094,10008
ord8095,2026-03-12 15:50:00,Completed,Dine-in,229.84,8095,10007
ord8096,2026-03-12 15:52:00,Completed,Delivery,402.24,8096,10014
ord8097,2026-03-12 15:54:00,Pending,Takeaway,376.01,8097,10019
ord8098,2026-03-12 15:56:00,Completed,Takeaway,439.66,8098,10008
