order_id,menu_id,quantity,price
ord3606,mu0020,4,108.69
ord192,mu0035,4,145.8
ord3540,mu0009,5,122.48
ord1645,mu0046,4,21.14
ord2346,mu0044,2,159.91
ord1303,mu0014,5,116.39
ord2182,mu0024,5,84.2
ord222,mu0041,3,159.6
ord3478,mu0057,3,157.53
ord70,mu0015,5,65.77
ord2234,mu0056,4,117.59
ord1847,mu0025,5,93.69
ord2008,mu0013,1,102.92
ord3247,mu0021,2,74.73
ord504,mu0029,2,81.43
ord1570,mu0067,5,115.09
ord1004,mu0004,5,156.19
ord3476,mu0017,5,31.65
ord577,mu0007,5,192.57
ord3494,mu0031,2,111.87
ord1700,mu0048,2,87
ord520,mu0061,5,159.76
ord1940,mu0023,1,180.84
ord2913,mu0023,3,158.17
ord803,mu0005,4,167.52
ord3214,mu0032,5,100.6
ord507,mu0033,1,53.95
ord1184,mu0026,1,116.39
ord2949,mu0012,3,53.85
ord1119,mu0058,2,90.92
ord2360,mu0022,3,25.06
ord3653,mu0056,5,21.25
ord1694,mu0071,5,55.97
ord3943,mu0033,1,188.45
ord1626,mu0046,5,182.26
ord2665,mu0063,5,32.54
ord751,mu0012,3,185.94
ord533,mu0071,1,93.9
ord3132,mu0075,2,146.83
ord1745,mu0073,2,146.97
ord3230,mu0030,4,149.94
ord308,mu0005,4,41.54
ord1401,mu0020,3,152.68
ord1428,mu0008,2,30.25
ord492,mu0003,2,124.98
ord854,mu0010,2,161.32
ord2814,mu0032,2,60.19
ord997,mu0062,1,46.36
ord2063,mu0041,2,33.55
ord2619,mu0058,3,44.23
ord2757,mu0072,4,137.07
ord528,mu0058,3,167.43
ord1797,mu0010,4,34.7
ord68,mu0035,2,126.02
ord3302,mu0008,2,28.09
ord2126,mu0069,4,33.04
ord2785,mu0069,1,84.29
ord2410,mu0041,4,183.99
ord848,mu0007,5,62.63
ord3214,mu0026,2,159.48
ord3891,mu0035,5,99.25
ord877,mu0064,3,24.78
ord1704,mu0044,2,76.78
ord185,mu0053,5,28.95
ord7,mu0070,3,187.02
ord794,mu0074,4,131.64
ord308,mu0065,5,53.75
ord1910,mu0052,4,109.02
ord2398,mu0027,3,92.27
ord1707,mu0022,1,160.96
ord3631,mu0051,5,42.74
ord1786,mu0058,3,148.72
ord1848,mu0027,5,189.52
ord2628,mu0054,3,184.13
ord3433,mu0001,2,111.11
ord1793,mu0060,1,194.24
ord4028,mu0031,4,119.75
ord3631,mu0064,2,100.14
ord2284,mu0061,5,27.12
ord4059,mu0055,2,119.39
ord3206,mu0046,5,110.76
ord285,mu0049,4,155.7
ord155,mu0053,1,98.75
ord933,mu0030,1,179.42
ord3962,mu0002,2,161.52
ord2020,mu0023,4,161.67
ord3121,mu0020,1,22.98
ord3526,mu0075,2,91.16
ord339,mu0034,4,82.87
ord2890,mu0025,1,60.06
ord1830,mu0031,5,63.66
ord348,mu0012,2,172.84
ord1076,mu0058,4,192.06
ord1278,mu0024,5,183.7
ord2419,mu0057,3,118.14
ord3522,mu0057,5,194.89
ord4066,mu0019,2,186.46
ord3852,mu0059,4,37.5
ord1094,mu0067,1,197.79
ord464,mu0011,3,163.83
ord3660,mu0037,4,159.44
ord2487,mu0052,3,185.18
ord3079,mu0019,2,157.59
ord153,mu0039,1,113.99
ord571,mu0052,1,190.2
ord2417,mu0057,1,70.03
ord1020,mu0019,5,120.89
ord2678,mu0036,2,166.81
ord3837,mu0014,2,44.9
ord1011,mu0033,2,130.56
ord1738,mu0032,4,23.6
ord3391,mu0010,3,75.06
ord1144,mu0011,2,32.98
ord2805,mu0008,3,142.03
ord3320,mu0046,4,148.5
ord2027,mu0001,2,121.44
ord2564,mu0006,3,89.16
ord1922,mu0008,4,27.58
ord2782,mu0005,2,178.48
ord817,mu0010,3,111.82
ord2856,mu0030,1,110.43
ord3443,mu0069,4,139.24
ord2666,mu0023,5,126.99
ord2830,mu0027,1,182.35
ord565,mu0018,1,160.3
ord2810,mu0025,5,86.05
ord3635,mu0011,5,117.9
ord2570,mu0067,5,197.13
ord3200,mu0067,2,64.3
ord2675,mu0013,4,94.94
ord1638,mu0072,2,144.38
ord1748,mu0023,3,162.39
ord1579,mu0008,1,23.6
ord79,mu0011,2,182.24
ord2089,mu0033,2,54.96
ord3826,mu0061,4,163.87
ord842,mu0030,2,79.9
ord508,mu0048,1,161.48
ord4041,mu0003,2,105.83
ord2144,mu0067,2,84.98
ord3073,mu0050,5,128.44
ord481,mu0046,1,132.69
ord3346,mu0001,2,133.25
ord3895,mu0048,2,111.04
ord4008,mu0054,4,99.91
ord431,mu0038,1,32.05
ord2269,mu0028,1,177.49
ord1328,mu0004,3,103.81
ord3732,mu0060,2,165.29
ord1021,mu0049,2,164.8
ord2725,mu0004,5,175.29
ord2175,mu0034,3,116.79
ord2468,mu0017,4,140.02
ord3684,mu0068,2,92.73
ord641,mu0007,3,177.16
ord361,mu0075,4,191.32
ord1780,mu0031,3,98.01
ord3399,mu0060,4,99.53
ord702,mu0066,3,50.9
ord1738,mu0026,2,120.65
ord485,mu0044,4,95.12
ord3306,mu0069,1,172.74
ord3078,mu0064,1,185.94
ord1750,mu0017,5,102.53
ord443,mu0024,5,96.98
ord4034,mu0058,5,30.9
ord253,mu0012,5,46.8
ord1601,mu0028,5,176.31
ord163,mu0019,2,90.98
ord1234,mu0045,5,28.45
ord3001,mu0028,3,153.3
ord634,mu0034,5,96.26
ord2014,mu0047,4,170.14
ord2051,mu0061,4,102.25
ord2711,mu0010,5,116.76
ord240,mu0048,3,97.11
ord293,mu0034,3,32.99
ord618,mu0003,5,25.47
ord399,mu0054,3,172.89
ord3,mu0040,4,93.96
ord2233,mu0023,3,34.06
ord2576,mu0065,4,197.3
ord1659,mu0011,4,114.8
ord437,mu0012,2,48.52
ord43,mu0020,2,62.39
ord319,mu0025,1,79.48
ord1007,mu0015,2,34.42
ord3258,mu0075,4,64.26
ord1477,mu0007,3,152.41
ord3119,mu0045,4,150.88
ord3255,mu0025,5,24.22
ord3111,mu0022,5,42.5
ord2048,mu0046,1,148.33
ord3877,mu0002,1,36.08
ord1096,mu0005,2,170.79
ord628,mu0030,1,132.53
ord1476,mu0072,4,33.76
ord2560,mu0066,3,122.73
ord3555,mu0059,5,193.16
ord1144,mu0031,5,133.38
ord1894,mu0037,4,169.43
ord2752,mu0002,1,72.76
ord2712,mu0023,2,195.45
ord1950,mu0038,4,27.74
ord3495,mu0033,1,46.5
ord1845,mu0058,2,126.43
ord3943,mu0067,1,156.62
ord3563,mu0063,3,124.41
ord3357,mu0065,1,92.86
ord2311,mu0038,4,34.39
ord3740,mu0047,5,40.72
ord4073,mu0063,1,42.79
ord344,mu0055,1,66.21
ord42,mu0046,1,126.47
ord2816,mu0053,1,153.82
ord3955,mu0005,3,47.25
ord3976,mu0061,5,148.73
ord3934,mu0056,5,25.33
ord3741,mu0035,1,108.5
ord2670,mu0070,3,173.78
ord3507,mu0001,2,110.04
ord2118,mu0074,1,70.5
ord3174,mu0057,1,97.83
ord1884,mu0069,2,51.39
ord278,mu0007,3,150.23
ord1178,mu0066,1,196.65
ord3003,mu0057,3,61.49
ord1513,mu0030,3,24.18
ord3119,mu0052,1,111.18
ord3053,mu0004,4,185.39
ord1504,mu0037,4,76.19
ord2467,mu0028,2,198.21
ord1522,mu0056,5,29.67
ord2984,mu0014,3,140.04
ord787,mu0022,2,44.1
ord3433,mu0036,5,50.91
ord1380,mu0011,2,147.79
ord1198,mu0069,5,142.87
ord673,mu0039,2,85.59
ord922,mu0013,1,31.7
ord3942,mu0020,1,119.98
ord3145,mu0008,1,41.14
ord1039,mu0018,4,170.48
ord639,mu0052,1,146.13
ord2347,mu0035,4,86.53
ord401,mu0024,5,49.19
ord2002,mu0019,2,69.59
ord927,mu0058,5,155.33
ord536,mu0016,2,137.82
ord2416,mu0003,5,111.4
ord1648,mu0030,2,128
ord2257,mu0057,1,154.2
ord101,mu0059,3,136.18
ord2691,mu0054,5,26.36
ord603,mu0057,2,196.78
ord3326,mu0054,2,123.02
ord3207,mu0006,2,54.84
ord1685,mu0058,2,135.3
ord159,mu0032,4,182.35
ord88,mu0063,2,71.85
ord567,mu0024,5,23.89
ord3738,mu0002,5,127.66
ord3619,mu0005,1,168.97
ord4066,mu0054,3,81.88
ord627,mu0066,3,188.99
ord1718,mu0055,3,160.33
ord2500,mu0019,2,133.02
ord2969,mu0041,1,77.58
ord3079,mu0054,1,29.63
ord2153,mu0014,1,122.82
ord1806,mu0044,5,90.75
ord3673,mu0066,5,166.53
ord1592,mu0036,3,111.26
ord1174,mu0065,3,101.2
ord4001,mu0023,2,158.5
ord876,mu0023,3,55.93
ord4005,mu0057,2,135.78
ord2216,mu0070,1,190.88
ord2194,mu0024,2,111.15
ord620,mu0059,1,53.69
ord2962,mu0075,4,186.94
ord1803,mu0039,5,100.66
ord3303,mu0073,2,173.27
ord3619,mu0065,3,39.86
ord1114,mu0011,2,183.39
ord493,mu0002,5,51.78
ord1888,mu0051,2,150.44
ord3741,mu0062,3,20.88
ord3038,mu0012,2,153.03
ord3699,mu0014,4,134.42
ord32,mu0047,2,101.89
ord2187,mu0009,3,85.84
ord159,mu0026,5,70.45
ord1868,mu0075,3,72.93
ord270,mu0040,2,173.3
ord1877,mu0026,5,169.42
ord3540,mu0041,5,121.25
ord3436,mu0009,1,123.71
ord359,mu0075,3,184.8
ord333,mu0018,4,165.45
ord2097,mu0057,4,171.23
ord258,mu0056,4,89.13
ord1490,mu0034,5,191.15
ord2688,mu0072,5,126.5
ord1334,mu0073,2,192.56
ord1808,mu0063,1,143.84
ord3730,mu0064,3,27.17
ord1177,mu0074,1,59.95
ord568,mu0064,1,162.48
ord3249,mu0031,3,177.3
ord1163,mu0033,4,99.25
ord1315,mu0050,2,68.31
ord2023,mu0043,1,53.65
ord2874,mu0071,1,139.31
ord847,mu0072,2,172.72
ord3052,mu0070,1,41.17
ord2347,mu0062,3,34.17
ord1993,mu0022,5,130.06
ord3418,mu0029,2,75.55
ord1494,mu0012,2,196.44
ord539,mu0042,5,22.75
ord1919,mu0047,1,182.25
ord3545,mu0031,5,128.89
ord1681,mu0075,2,38.2
ord2595,mu0003,1,127.48
ord3575,mu0042,4,191.89
ord3212,mu0075,3,82.48
ord1423,mu0012,3,163.69
ord4079,mu0009,1,42.86
ord1559,mu0023,1,118.3
ord1692,mu0049,2,144.3
ord3266,mu0062,3,31.07
ord1662,mu0072,2,135.85
ord371,mu0040,2,36.91
ord3193,mu0009,3,63.25
ord3524,mu0059,2,132.84
ord3011,mu0075,3,65.5
ord897,mu0033,5,196.39
ord2477,mu0070,4,136.81
ord1255,mu0040,3,134.28
ord4076,mu0060,2,111.58
ord444,mu0061,2,155.26
ord3694,mu0016,2,68.27
ord3230,mu0024,2,187.48
ord1097,mu0010,3,160.54
ord3557,mu0025,2,116.85
ord416,mu0004,1,142.04
ord461,mu0047,4,63.6
ord3507,mu0036,3,46.79
ord2406,mu0075,2,149.6
ord3638,mu0007,5,21.65
ord3675,mu0011,1,111.81
ord3186,mu0064,4,146.87
ord3495,mu0067,3,79.27
ord1028,mu0019,4,114.82
ord1830,mu0013,5,136.86
ord324,mu0040,5,147.9
ord2793,mu0018,1,67.66
ord1265,mu0043,2,65.64
ord1686,mu0051,3,159.68
ord2853,mu0069,4,39.25
ord3913,mu0004,1,30.27
ord1838,mu0044,4,112.47
ord1428,mu0060,2,169
ord598,mu0038,5,50.84
ord3497,mu0045,3,43.76
ord3572,mu0013,1,24.62
ord2491,mu0011,1,123.98
ord697,mu0050,1,30.45
ord797,mu0063,5,118.62
ord472,mu0042,4,170.96
ord880,mu0021,4,36.81
ord1387,mu0030,4,110.19
ord1918,mu0028,5,139.12
ord264,mu0039,4,43.86
ord3302,mu0060,2,145.33
ord1850,mu0041,3,91.94
ord3311,mu0022,1,29.07
ord2903,mu0045,2,46.6
ord1809,mu0022,3,113.04
ord4094,mu0045,5,187.72
ord1005,mu0031,5,43.28
ord1226,mu0014,4,80.26
ord3786,mu0063,5,88.78
ord579,mu0033,5,33.67
ord2487,mu0058,3,92.58
ord3509,mu0058,2,75.4
ord1875,mu0006,3,24.08
ord2458,mu0060,1,20.3
ord933,mu0024,5,189.72
ord3093,mu0031,5,89.04
ord1626,mu0012,2,72.68
ord2387,mu0028,1,168.42
ord2085,mu0047,4,95.39
ord1556,mu0048,4,164.03
ord3376,mu0065,1,45.71
ord846,mu0026,1,169.3
ord2616,mu0033,2,83.87
ord1998,mu0022,4,60.53
ord3446,mu0006,5,86.19
ord4000,mu0002,3,167.1
ord1825,mu0068,1,143.64
ord3643,mu0046,5,89.12
ord455,mu0016,2,62.2
ord1735,mu0053,2,26.61
ord2498,mu0015,5,175.9
ord2958,mu0033,3,115.7
ord3742,mu0059,2,192.76
ord889,mu0074,3,196.54
ord1814,mu0023,3,33.3
ord2763,mu0004,4,176.39
ord1751,mu0049,1,81.78
ord2002,mu0054,1,43.06
ord2318,mu0033,4,191.8
ord1426,mu0048,5,73.44
ord1166,mu0011,3,70.92
ord3016,mu0066,5,60.15
ord1186,mu0039,2,61.24
ord1753,mu0026,2,151.47
ord3497,mu0052,2,158.95
ord284,mu0042,2,74.59
ord3773,mu0002,2,180.04
ord264,mu0037,2,145.52
ord4081,mu0003,5,21.12
ord3347,mu0062,2,122.6
ord3893,mu0050,5,169.48
ord986,mu0017,4,127.53
ord2502,mu0069,4,27.61
ord594,mu0056,5,106.29
ord2729,mu0046,3,168.41
ord3051,mu0006,3,180.34
ord1922,mu0060,2,47.39
ord2835,mu0066,4,22.97
ord3459,mu0023,3,152.94
ord1884,mu0070,5,105.82
ord1921,mu0021,1,36.33
ord4051,mu0049,1,118.02
ord3938,mu0021,1,124.19
ord668,mu0074,3,108.78
ord26,mu0033,1,89.1
ord1403,mu0031,5,105.2
ord2918,mu0058,2,75.65
ord3206,mu0012,4,59.34
ord310,mu0039,4,193.07
ord1093,mu0047,3,71.12
ord229,mu0007,5,88.71
ord3526,mu0028,2,58.49
ord794,mu0034,1,97.02
ord3547,mu0041,5,199.58
ord816,mu0042,2,46.92
ord1560,mu0069,1,167.32
ord3514,mu0029,1,32.35
ord434,mu0033,4,33.99
ord3978,mu0025,2,51.76
ord3334,mu0014,5,23.5
ord2491,mu0031,2,112.87
ord3191,mu0061,4,161.86
ord1571,mu0044,4,68.22
ord2228,mu0028,4,183.66
ord1082,mu0047,1,29.77
ord2147,mu0003,2,144.65
ord3618,mu0029,2,57.29
ord3120,mu0072,5,24.55
ord287,mu0044,3,35.16
ord804,mu0009,1,142.89
ord611,mu0067,1,172.21
ord1340,mu0071,4,100.93
ord3666,mu0066,1,102.92
ord3162,mu0014,2,138.92
ord1413,mu0027,5,122.34
ord3059,mu0044,3,141.93
ord2462,mu0052,3,169.99
ord806,mu0013,1,139.45
ord2060,mu0065,3,39.53
ord1517,mu0001,1,49.6
ord2966,mu0046,2,144.19
ord3198,mu0018,5,198.72
ord3192,mu0011,4,106.48
ord706,mu0018,5,122.53
ord8,mu0032,2,97.4
ord926,mu0048,5,22.86
ord1305,mu0069,2,180.93
ord2003,mu0074,1,158.7
ord686,mu0011,5,37.43
ord1844,mu0013,3,50.85
ord2657,mu0033,4,136.05
ord204,mu0011,4,82.07
ord2403,mu0046,5,110.25
ord51,mu0037,3,33.49
ord651,mu0065,3,149.89
ord956,mu0020,4,124.37
ord987,mu0044,3,133.54
ord3096,mu0039,2,169.99
ord1363,mu0011,4,69.65
ord2128,mu0027,1,27.1
ord3920,mu0062,1,73.31
ord1820,mu0036,3,118.04
ord338,mu0063,2,46.83
ord3189,mu0016,1,179.21
ord1385,mu0008,4,68.69
ord213,mu0052,1,166.18
ord1074,mu0058,5,171.97
ord2399,mu0059,2,188.1
ord3396,mu0001,4,92.6
ord3373,mu0013,3,63.13
ord1490,mu0038,4,101.41
ord2350,mu0054,1,29.45
ord2511,mu0029,4,158.74
ord88,mu0072,4,93.25
ord2949,mu0039,2,95.78
ord3009,mu0053,4,28.53
ord1351,mu0007,2,136.05
ord1073,mu0019,1,174.16
ord8,mu0026,4,69.56
ord3718,mu0009,3,122.11
ord2516,mu0058,4,113.05
ord2057,mu0052,1,123.46
ord1260,mu0002,3,154.53
ord3830,mu0013,3,166.19
ord452,mu0055,3,132.57
ord715,mu0074,2,98.4
ord3412,mu0001,1,137.28
ord583,mu0056,3,70.83
ord2649,mu0032,1,166.13
ord3599,mu0051,2,138.9
ord2048,mu0012,2,111.54
ord4015,mu0074,1,102.06
ord672,mu0046,2,167.53
ord1730,mu0053,1,64.87
ord1848,mu0005,4,163.01
ord2826,mu0010,3,77.93
ord751,mu0039,5,173.31
ord2492,mu0071,5,127.88
ord3190,mu0004,4,141.52
ord369,mu0033,2,160.09
ord1115,mu0033,3,35.06
ord1394,mu0048,5,190.77
ord943,mu0073,1,31.2
ord2174,mu0053,2,84.63
ord944,mu0011,4,155.78
ord4020,mu0019,4,53.19
ord1577,mu0006,5,47.31
ord1715,mu0038,5,20.46
ord439,mu0037,5,186.48
ord122,mu0027,1,158.57
ord1,mu0050,4,21.14
ord2169,mu0004,3,138.69
ord2771,mu0030,5,49.27
ord2569,mu0062,3,91.23
ord2129,mu0003,1,30.7
ord3145,mu0060,3,122.04
ord138,mu0031,5,48.1
ord2741,mu0010,5,74.72
ord2275,mu0009,2,54.87
ord2052,mu0057,3,98.71
ord2993,mu0065,5,157.37
ord2320,mu0064,2,105.93
ord2882,mu0034,3,43.84
ord173,mu0041,5,23.6
ord4091,mu0056,3,104.96
ord2944,mu0053,3,114.56
ord2958,mu0067,3,39.16
ord2296,mu0075,3,42.83
ord2924,mu0070,1,64.41
ord3549,mu0042,1,103.01
ord380,mu0027,5,118.44
ord2649,mu0026,2,181.73
ord3445,mu0073,1,186.27
ord2086,mu0048,2,84.28
ord3376,mu0066,5,139.76
ord3839,mu0004,1,38.47
ord3292,mu0001,5,93.41
ord1700,mu0061,2,98.28
ord658,mu0033,4,171.79
ord640,mu0011,3,37.4
ord1071,mu0040,4,101.8
ord3,mu0043,3,192
ord348,mu0039,2,132.59
ord3978,mu0068,5,46.29
ord3175,mu0052,2,64.77
ord2376,mu0018,1,53.3
ord2118,mu0034,4,105.42
ord3727,mu0055,3,45.83
ord1519,mu0065,3,65.29
ord2830,mu0065,5,198.26
ord1903,mu0021,2,87.45
ord2615,mu0003,5,106.5
ord814,mu0003,5,23.12
ord1103,mu0011,5,147.64
ord909,mu0054,2,62.7
ord800,mu0033,1,142.94
ord3652,mu0025,5,160.47
ord2856,mu0056,5,82.7
ord748,mu0027,1,181.98
ord2571,mu0034,2,148.76
ord3503,mu0071,1,138.39
ord3535,mu0018,3,27.68
ord2703,mu0051,2,57.36
ord2848,mu0058,3,125.2
ord2255,mu0073,4,164.15
ord1699,mu0031,4,89.36
ord2708,mu0072,2,135.16
ord1852,mu0004,5,157.6
ord2875,mu0060,4,117.84
ord1444,mu0023,1,88
ord3434,mu0003,2,34.67
ord3193,mu0041,1,178.75
ord446,mu0073,1,98.79
ord2273,mu0004,2,27.3
ord1151,mu0013,2,184
ord3625,mu0065,2,91.75
ord4093,mu0028,4,145.77
ord175,mu0007,3,91.5
ord3906,mu0035,4,90.84
ord3766,mu0015,2,87.87
ord1365,mu0065,4,185.92
ord965,mu0035,2,65.15
ord2906,mu0011,2,65
ord1874,mu0059,4,124.35
ord3223,mu0021,1,150.96
ord3247,mu0027,4,193.39
ord3974,mu0074,3,188.91
ord3308,mu0044,2,26.62
ord2613,mu0066,5,66.72
ord1086,mu0057,5,119.42
ord354,mu0032,4,152.09
ord4017,mu0049,2,184.86
ord2895,mu0033,2,141.67
ord2109,mu0046,2,66.96
ord1901,mu0048,3,81.51
ord1868,mu0028,4,100.98
ord2270,mu0043,1,81.8
ord3083,mu0071,1,85.08
ord2245,mu0066,5,193.6
ord3520,mu0014,4,41.35
ord247,mu0037,3,75.88
ord359,mu0028,4,71.02
ord958,mu0071,3,65.9
ord374,mu0040,1,192.37
ord2657,mu0067,2,44.59
ord1971,mu0052,3,168.1
ord3770,mu0042,5,107.11
ord3949,mu0041,1,110.76
ord2096,mu0057,1,185.63
ord3209,mu0044,4,96.93
ord433,mu0052,5,199.61
ord2526,mu0061,5,59.33
ord2886,mu0023,5,65.99
ord3245,mu0001,5,148.95
ord1691,mu0069,1,23.2
ord2671,mu0051,1,46.02
ord3226,mu0043,2,83.16
ord2921,mu0025,2,51.61
ord604,mu0019,5,64.37
ord3771,mu0036,3,25.67
ord670,mu0028,2,170.43
ord3273,mu0032,4,103.66
ord1681,mu0028,4,161.28
ord3412,mu0036,5,22.08
ord884,mu0071,4,30.75
ord1755,mu0051,2,127.25
ord2861,mu0061,2,194.1
ord354,mu0026,5,177.77
ord3790,mu0070,1,134.55
ord2371,mu0026,2,124.64
ord726,mu0073,4,158.83
ord1755,mu0064,2,99.52
ord3270,mu0041,2,70.54
ord531,mu0062,2,95.91
ord1957,mu0030,5,173.41
ord1325,mu0037,3,107.83
ord1073,mu0054,5,185.9
ord3900,mu0068,3,101.05
ord1329,mu0033,5,200
ord3491,mu0022,2,191.76
ord289,mu0005,4,135.19
ord1177,mu0034,2,150.23
ord1291,mu0039,4,58.49
ord3652,mu0043,5,129.1
ord3895,mu0061,2,177.61
ord3011,mu0028,2,145.59
ord2453,mu0038,4,187.29
ord1908,mu0033,5,32.39
ord3139,mu0053,1,90.32
ord687,mu0003,2,33.54
ord1731,mu0022,3,37.31
ord647,mu0020,4,96.11
ord3932,mu0012,1,109.71
ord1115,mu0067,5,178.89
ord369,mu0067,1,136.84
ord1169,mu0038,3,71.3
ord3855,mu0045,3,70.77
ord4020,mu0054,1,34.33
ord3744,mu0021,3,92.4
ord2018,mu0067,4,173.81
ord1513,mu0056,3,129.4
ord3143,mu0017,3,121.25
ord3677,mu0064,5,31.12
ord2582,mu0033,2,55.37
ord2427,mu0024,4,76.47
ord948,mu0003,3,82.34
ord4011,mu0035,1,155.82
ord313,mu0019,3,116.71
ord2156,mu0045,3,44.01
ord1263,mu0042,2,59.08
ord867,mu0074,2,117.38
ord1088,mu0037,4,94.01
ord953,mu0016,3,166.44
ord4070,mu0022,3,166.25
ord370,mu0032,3,57.94
ord729,mu0051,3,48.73
ord1582,mu0019,2,193.05
ord3292,mu0036,3,91.12
ord1211,mu0046,2,148.39
ord1401,mu0054,2,176.22
ord2342,mu0055,5,175.16
ord1060,mu0064,4,165.19
ord2131,mu0075,1,82.98
ord105,mu0071,5,97.44
ord1466,mu0016,5,64.74
ord1422,mu0053,1,22.78
ord2164,mu0035,2,38.06
ord90,mu0020,1,171.03
ord1734,mu0035,4,162.72
ord3986,mu0040,4,133.14
ord3959,mu0031,5,78.16
ord666,mu0021,5,198.54
ord3428,mu0034,1,87.61
ord2023,mu0006,4,184.83
ord780,mu0024,4,45.05
ord1665,mu0035,1,50.51
ord2947,mu0011,4,155.55
ord708,mu0027,3,27.32
ord3776,mu0066,5,22.51
ord2979,mu0031,5,58.57
ord658,mu0067,2,52.68
ord548,mu0031,3,139.07
ord3033,mu0001,1,141.82
ord2521,mu0041,1,84.63
ord1807,mu0055,3,51.41
ord3069,mu0030,2,49.86
ord4014,mu0052,1,58.05
ord692,mu0051,2,126.53
ord3720,mu0052,1,109.16
ord903,mu0026,5,49.83
ord3250,mu0037,1,179.53
ord3359,mu0062,1,162.97
ord3221,mu0011,4,184.46
ord214,mu0066,4,94.75
ord370,mu0026,4,46.86
ord3676,mu0002,3,130.25
ord46,mu0052,2,67.28
ord3383,mu0048,2,179.32
ord3681,mu0030,1,124.4
ord1292,mu0031,4,129.98
ord3682,mu0075,1,145.13
ord2462,mu0058,3,83.89
ord222,mu0025,4,45.64
ord1271,mu0005,5,23.24
ord2812,mu0021,2,54.08
ord3023,mu0064,5,98.3
ord1335,mu0017,5,198.22
ord1991,mu0043,3,171.6
ord3007,mu0072,1,168.77
ord1262,mu0032,3,194.48
ord2578,mu0021,4,46.81
ord1519,mu0066,4,96.36
ord2696,mu0053,1,99.02
ord1595,mu0043,3,94.89
ord1438,mu0053,2,60.32
ord3513,mu0047,4,76.89
ord3413,mu0052,2,69.29
ord324,mu0043,2,180.85
ord599,mu0006,5,63.54
ord3118,mu0060,5,49.93
ord3931,mu0016,2,73.64
ord2992,mu0045,2,40.84
ord3202,mu0058,5,114.19
ord93,mu0067,5,175
ord4011,mu0062,5,115.9
ord3649,mu0042,5,58.71
ord2329,mu0070,3,145.77
ord1572,mu0006,3,123.88
ord2953,mu0032,1,79.18
ord1845,mu0065,5,67.35
ord3251,mu0008,1,196.84
ord2223,mu0024,2,109.98
ord2779,mu0060,1,62.62
ord2063,mu0025,3,100.03
ord1262,mu0026,4,59.69
ord1494,mu0039,5,67.28
ord1249,mu0023,3,111.26
ord2685,mu0025,5,43.37
ord3901,mu0048,2,57.95
ord1119,mu0066,1,107.89
ord4067,mu0023,5,39.56
ord3159,mu0032,2,145.76
ord764,mu0054,1,165.46
ord1672,mu0040,3,131.42
ord2410,mu0025,1,46.07
ord1284,mu0013,3,44.18
ord412,mu0075,1,48.06
ord3650,mu0074,2,62.27
ord4016,mu0005,4,35.65
ord2742,mu0062,1,159.85
ord2681,mu0068,4,169.2
ord1872,mu0009,1,161.29
ord1279,mu0036,5,154.52
ord1385,mu0060,5,162.04
ord1102,mu0051,4,61.17
ord3467,mu0034,1,39.1
ord2240,mu0026,4,44.37
ord391,mu0011,1,72.69
ord2011,mu0074,1,169.84
ord2375,mu0034,2,158.42
ord33,mu0007,4,154.58
ord1622,mu0023,1,79.39
ord604,mu0054,2,193.49
ord2346,mu0047,2,105.81
ord1406,mu0030,5,164.53
ord2966,mu0012,1,195.51
ord2501,mu0030,1,56.4
ord3882,mu0055,2,111.84
ord3989,mu0019,1,101.88
ord3091,mu0008,2,100.23
ord1267,mu0025,3,45.47
ord182,mu0041,3,163.87
ord2403,mu0012,1,90.64
ord3221,mu0031,2,143.16
ord3477,mu0011,4,166.9
ord2042,mu0040,4,22.77
ord3240,mu0068,3,65.95
ord3596,mu0012,2,182.76
ord1687,mu0019,1,35.42
ord2356,mu0001,2,153.85
ord1494,mu0037,4,143.28
ord2218,mu0059,3,198.95
ord2684,mu0003,1,68.29
ord2387,mu0038,1,105.41
ord1645,mu0039,1,87.89
ord1908,mu0067,3,155.88
ord654,mu0066,2,129.62
ord1266,mu0043,4,137.98
ord2009,mu0009,4,134.12
ord411,mu0063,1,194.13
ord1437,mu0016,5,58.85
ord2186,mu0044,1,93.14
ord1729,mu0029,1,100.91
ord2448,mu0057,4,184.89
ord3092,mu0021,3,185.15
ord3706,mu0052,2,24.68
ord1387,mu0056,1,87.58
ord1883,mu0014,4,36.85
ord3417,mu0040,5,83.74
ord1130,mu0002,3,56.16
ord575,mu0074,5,25.76
ord1285,mu0057,4,65.56
ord957,mu0035,1,114.62
ord2582,mu0067,4,133.66
ord313,mu0054,1,126.37
ord1274,mu0007,2,96.63
ord341,mu0046,1,193.27
ord2405,mu0049,4,192.39
ord3957,mu0008,2,22.95
ord1076,mu0066,5,174.84
ord1544,mu0033,4,178.31
ord1654,mu0062,3,137.14
ord1691,mu0070,5,151.57
ord1276,mu0012,3,113.47
ord672,mu0012,5,121.68
ord843,mu0015,5,75.26
ord3387,mu0069,2,188.89
ord999,mu0060,3,138.54
ord1567,mu0018,2,192.52
ord2031,mu0023,2,160.61
ord890,mu0017,1,72.51
ord2188,mu0017,2,81.14
ord1381,mu0002,4,90.46
ord3610,mu0019,2,166.69
ord1630,mu0072,3,134.49
ord3386,mu0045,4,75.5
ord1647,mu0029,4,38.97
ord3529,mu0075,1,91.92
ord1710,mu0066,2,141.36
ord2737,mu0029,2,72.52
ord1834,mu0021,3,74.29
ord4021,mu0034,4,188.48
ord1156,mu0075,5,59.19
